检索关键词,岗位名称,省份,城市,薪资原始文本,平均月薪,学历门槛,工作年限要求,企业名称
数据分析师,金属铬、镍、钛 数据分析师（锦州）,辽宁,辽宁省锦州市,4000-9000元/月,6500.0,本科,1-3年,北京金源亿览科技有限公司
数据分析师,医疗器械数据统计分析师,吉林,吉林省长春市,10000-15000元/月,12500.0,硕士,1-3年,郯城京郯科技有限公司
数据分析师,数据分析师+五险一金+双休法定+节日福利,吉林,吉林省长春市,4000-8000元/月,6000.0,本科,1-3年,华湃吉林科技有限公司
数据分析师,业务数据分析师-五险一金+双休法定,吉林,吉林省长春市,4000-8000元/月,6000.0,本科,1-3年,华湃吉林科技有限公司
数据分析师,大数据分析师,吉林,吉林省白山市,3000-8000元/月,5500.0,不限,不限,白山市灵犀数据科技有限责任公司
数据分析师,数据分析师,上海,上海市,15000-25000元/月,20000.0,本科,3-5年,上海智共荟智能科技有限公司
数据分析师,数据分析师,上海,上海市,35000-60000元/月,47500.0,本科,3-5年,上海寻梦信息技术有限公司
数据分析师,数据分析师,上海,上海市,15000-20000元/月,17500.0,本科,3-5年,上海林清轩化妆品集团股份有限公司
数据分析师,数据分析师,上海,上海市,15000-20000元/月,17500.0,本科,3-5年,沈阳三生制药有限责任公司
数据分析师,数据分析师,上海,上海市,30000-40000元/月,35000.0,本科,5-10年,波克科技集团有限公司
数据分析师,数据分析师,上海,上海市,15000-20000元/月,17500.0,本科,3-5年,上海九方云智能科技有限公司
数据分析师,数据分析师,上海,上海市,15000-25000元/月,20000.0,本科,3-5年,上海旺旺食品集团有限公司
数据分析师,数据分析师,上海,上海市,13000-26000元/月,19500.0,本科,1-3年,安徽唯翌企业管理咨询有限公司
数据分析师,数据分析师,上海,上海市,9000-14000元/月,11500.0,不限,1-3年,深圳魔术盒互娱有限公司
数据分析师,数据分析师,上海,上海市,7000-9000元/月,8000.0,本科,1-3年,上海骏杰贸易发展有限公司
数据分析师,数据分析师,上海,上海市,15000-20000元/月,17500.0,本科,3-5年,上海九方云智能科技有限公司
数据分析师,数据分析师,上海,上海市,30000-50000元/月,40000.0,本科,1-3年,上海寻梦信息技术有限公司
数据分析师,数据分析师,上海,上海市,15000-25000元/月,20000.0,本科,1-3年,上海即果信息技术有限公司
数据分析师,数据分析师,上海,上海市,15000-30000元/月,22500.0,本科,3-5年,上海药明康德新药开发有限公司
数据分析师,数据分析师,上海,上海市,25000-40000元/月,32500.0,本科,1-3年,上海寻梦信息技术有限公司
数据分析师,数据分析师,上海,上海市,20000-35000元/月,27500.0,硕士,3-5年,青鹏厦门信息技术有限公司
数据分析师,数据分析师,上海,上海市,30-100元/月,65.0,本科,不限,上海集识光年科技有限公司
数据分析师,数据分析师,上海,上海市,11000-18000元/月,14500.0,本科,3-5年,北京友谊文物商店有限公司
数据分析师,数据分析师,上海,上海市,10000-15000元/月,12500.0,本科,1-3年,飞未云科深圳技术有限公司
数据分析师,数据分析师,上海,上海市,25000-50000元/月,37500.0,本科,1-3年,上海寻梦信息技术有限公司
数据分析师,数据分析师,上海,上海市,11000-13000元/月,12000.0,本科,1-3年,上海唯都市场营销策划股份有限公司
数据分析师,数据分析师,上海,上海市,15000-30000元/月,22500.0,本科,3-5年,深圳传音控股股份有限公司
数据分析师,数据分析师,上海,上海市,30000-60000元/月,45000.0,本科,不限,上海寻梦信息技术有限公司
数据分析师,数据分析师,上海,上海市,25000-45000元/月,35000.0,本科,3-5年,成都创元聚星科技有限公司
数据分析师,数据分析师,上海,上海市,9000-12000元/月,10500.0,本科,1-3年,上海旺旺食品集团有限公司
数据分析师,数据分析师,上海,上海市,12000-18000元/月,15000.0,本科,1-3年,璞擎电子上海有限公司
数据分析师,数据分析师,上海,上海市,12000-24000元/月,18000.0,硕士,,上海华为技术有限公司
数据分析师,数据分析师,上海,上海市,20000-40000元/月,30000.0,本科,3-5年,波克科技集团有限公司
数据分析师,数据分析师,上海,上海市,40000-70000元/月,55000.0,本科,3-5年,上海寻梦信息技术有限公司
数据分析师,数据分析师,上海,上海市,20000-40000元/月,30000.0,本科,1-3年,上海寻梦信息技术有限公司
数据分析师,数据分析师,上海,上海市,15000-20000元/月,17500.0,硕士,3-5年,携程计算机技术上海有限公司
数据分析师,数据分析师,上海,上海市,15000-25000元/月,20000.0,大专,不限,马鞍山仁泰汽车进出口贸易有限公司
数据分析师,数据分析师,上海,上海市,20000-35000元/月,27500.0,本科,3-5年,携程计算机技术上海有限公司
数据分析师,数据分析师,上海,上海市,15000-20000元/月,17500.0,本科,3-5年,上海智观信息技术有限公司
数据分析师,数据分析师,上海,上海市,9000-11000元/月,10000.0,本科,3-5年,上海唯都市场营销策划股份有限公司
数据分析师,数据分析师,上海,上海市,15000-25000元/月,20000.0,本科,1-3年,上海中广云证券咨询有限公司
数据分析师,数据分析师,上海,上海市,20000-40000元/月,30000.0,硕士,不限,上海寻梦信息技术有限公司
数据分析师,数据分析师,上海,上海市,15000-20000元/月,17500.0,本科,5-10年,顶正投资中国集团有限公司
数据分析师,数据分析师,上海,上海市,15000-30000元/月,22500.0,本科,3-5年,迈富时上海智能技术有限公司
数据分析师,数据分析师,上海,上海市,20000-40000元/月,30000.0,本科,1-3年,上海从鲸信息技术有限公司
数据分析师,资深大数据分析师,上海,上海市,25000-50000元/月,37500.0,本科,3-5年,北京京东尚科信息技术有限公司上海分公司
数据分析师,数据分析工程师,上海,上海市,20000-30000元/月,25000.0,本科,3-5年,上海车云数据科技有限公司
数据分析师,高级数据分析师,上海,上海市,15000-30000元/月,22500.0,本科,3-5年,上海汉时数据科技有限公司
数据分析师,数据分析师,上海,上海市,20000-40000元/月,30000.0,本科,不限,上海稀宇极智科技有限公司
数据分析师,数据分析师,上海,上海市,30000-60000元/月,45000.0,本科,不限,上海寻梦信息技术有限公司
数据分析师,数据分析师（用户增长）,上海,上海市,20000-40000元/月,30000.0,本科,3-5年,福建万辰食品集团股份有限公司南京分公司
数据分析师,电商数据分析师（总监）,上海,上海市,30000-40000元/月,35000.0,本科,5-10年,金红叶纸业集团有限公司上海长宁分公司
数据分析师,商业数据分析师,上海,上海市,15000-30000元/月,22500.0,本科,1-3年,福建万辰食品集团股份有限公司南京分公司
数据分析师,数据分析咨询师,上海,上海市,10000-12000元/月,11000.0,本科,不限,盛世长城国际广告有限公司上海分公司
数据分析师,数据分析师/汽车,上海,上海市,7000-14000元/月,10500.0,本科,1-3年,上海联蔚数字科技集团股份有限公司
数据分析师,数据分析师/汽车,上海,上海市,9000-14000元/月,11500.0,本科,,上海联蔚数字科技集团股份有限公司
数据分析师,数据分析师,上海,上海市,25000-45000元/月,35000.0,本科,5-10年,携程计算机技术上海有限公司
数据分析师,DA数据分析师,上海,上海市,15000-23000元/月,19000.0,本科,3-5年,雅通数据科技上海有限公司
数据分析师,高级数据分析师（base日本东京）,上海,上海市,25000-50000元/月,37500.0,本科,3-5年,数数信息科技上海有限公司
数据分析师,大数据分析师,上海,上海市,6000-10000元/月,8000.0,大专,不限,上海益猿科技有限公司
数据分析师,资深数据分析师,上海,上海市,40000-50000元/月,45000.0,本科,5-10年,长元上海信息科技有限公司
数据分析师,资深数据分析师,上海,上海市,15000-20000元/月,17500.0,大专,3-5年,杭州悠可化妆品有限公司
数据分析师,搜推数据分析师,上海,上海市,20000-40000元/月,30000.0,硕士,1-3年,上海寻梦信息技术有限公司
数据分析师,数据开发分析师,上海,上海市,14000-25000元/月,19500.0,本科,5-10年,上海中畅信息科技有限公司
数据分析师,AI 数据标注师（商业市场分析-可远程）,上海,上海市,60-120元/月,90.0,本科,3-5年,上海即信数科信息技术有限公司
数据分析师,审计数据分析师,上海,上海市,12000-18000元/月,15000.0,大专,1-3年,上海澳利加企业管理顾问有限公司
数据分析师,数据策略分析师,上海,上海市,10000-15000元/月,12500.0,硕士,1-3年,上海利多星证券咨询有限公司
数据分析师,游戏数据分析师,上海,上海市,35000-55000元/月,45000.0,本科,不限,武汉幻萌无限网络科技有限公司
数据分析师,商业数据分析师,上海,上海市,20000-35000元/月,27500.0,本科,3-5年,上海合合信息科技股份有限公司
数据分析师,线下数据分析师,上海,上海市,10000-12000元/月,11000.0,本科,不限,上海旺旺食品集团有限公司
数据分析师,医疗数据分析师,上海,上海市,300-800元/月,550.0,不限,不限,山东锐泓嘉科技信息有限公司
数据分析师,数据埋点分析师,上海,上海市,8000-12000元/月,10000.0,本科,3-5年,北京易享信息技术有限公司
数据分析师,大数据分析师,上海,上海市,18000-30000元/月,24000.0,本科,1-3年,食亨上海科技服务有限公司
数据分析师,大数据分析师,上海,上海市,25000-40000元/月,32500.0,本科,3-5年,深圳传音控股股份有限公司
数据分析师,大数据分析师,上海,上海市,15000-30000元/月,22500.0,本科,3-5年,深圳传音控股股份有限公司
数据分析师,搜推数据分析师,上海,上海市,25000-50000元/月,37500.0,本科,不限,上海从鲸信息技术有限公司
数据分析师,商业数据分析师（南京/上海）,上海,上海市,20000-40000元/月,30000.0,本科,3-5年,福建万辰食品集团股份有限公司南京分公司
数据分析师,大数据分析师,上海,上海市,13000-25000元/月,19000.0,本科,3-5年,上海能良电子科技有限公司
数据分析师,数据分析师,江苏,江苏省苏州市,9000-12000元/月,10500.0,本科,1-3年,苏州富联康物流有限公司
数据分析师,数据分析师,江苏,江苏省盐城市,6000-8000元/月,7000.0,本科,3-5年,江苏普飞科特信息科技有限公司
数据分析师,数据分析师,江苏,江苏省南京市,6000-9000元/月,7500.0,本科,不限,南京新希尔机械电子有限公司
数据分析师,数据分析师,江苏,江苏省南京市,15000-30000元/月,22500.0,本科,1-3年,南京链集信息科技有限公司
数据分析师,数据分析师,江苏,江苏省苏州市,8000-12000元/月,10000.0,本科,3-5年,苏州福家农庄有限公司
数据分析师,数据分析师,江苏,江苏省苏州市,85-150元/月,117.5,本科,不限,苏州上元经纬培训有限公司吴中开发区分公司
数据分析师,数据分析师,江苏,江苏省宿迁市,5000-8000元/月,6500.0,本科,1-3年,深圳市美夫高乐生物科技有限公司
数据分析师,数据分析师,江苏,江苏省南京市,12000-24000元/月,18000.0,硕士,,上海华为技术有限公司
数据分析师,数据分析师,江苏,江苏省苏州市,70-100元/月,85.0,本科,3-5年,苏州上元经纬培训有限公司吴中开发区分公司
数据分析师,数据分析师,江苏,江苏省南通市,7000-12000元/月,9500.0,本科,1-3年,京东科技控股股份有限公司
数据分析师,数据分析师,江苏,江苏省南京市,8000-12000元/月,10000.0,本科,1-3年,南京文享健康科技有限公司
数据分析师,数据分析师,江苏,江苏省南京市,11000-22000元/月,16500.0,本科,不限,上海华为技术有限公司
数据分析师,数据分析师,江苏,江苏省南京市,11000-22000元/月,16500.0,本科,不限,上海华为技术有限公司
数据分析师,数据分析师,江苏,江苏省南京市,20000-35000元/月,27500.0,本科,3-5年,江苏运满满信息科技有限公司
数据分析师,数据分析师,江苏,江苏省徐州市,15000-22000元/月,18500.0,本科,5-10年,徐工集团工程机械股份有限公司
数据分析师,数据分析师,江苏,江苏省苏州市,10000-15000元/月,12500.0,本科,3-5年,急速国际物流科技深圳有限公司
数据分析师,数据分析师,江苏,江苏省常州市,15000-22000元/月,18500.0,本科,3-5年,纳恩博北京科技有限公司
数据分析师,数据分析师,江苏,江苏省南京市,7000-10000元/月,8500.0,本科,1-3年,南京候鸟服饰有限公司
数据分析师,数据分析师兼职讲师,江苏,江苏省苏州市,9000-10000元/月,9500.0,本科,3-5年,苏州上元经纬培训有限公司吴中开发区分公司
数据分析师,数据分析师,江苏,江苏省苏州市,5000-6000元/月,5500.0,本科,3-5年,苏州萤火虫信息科技有限公司
数据分析师,数据分析师,江苏,江苏省苏州市,9000-14000元/月,11500.0,硕士,不限,江苏博云塑业股份有限公司
数据分析师,数据分析师,江苏,江苏省淮安市,7000-10000元/月,8500.0,大专,3-5年,宏恒胜电子科技淮安有限公司
数据分析师,数据分析师,江苏,江苏省南通市,6000-11000元/月,8500.0,本科,不限,京东科技控股股份有限公司
数据分析师,测绘数据分析师 / GIS 工程师,江苏,江苏省泰州市,3000-6000元/月,4500.0,大专,1-3年,江苏凯信工程技术有限公司
数据分析师,数据分析师,江苏,江苏省苏州市,20000-30000元/月,25000.0,本科,5-10年,追觅科技苏州有限公司
数据分析师,大数据分析师,江苏,江苏省苏州市,7000-8000元/月,7500.0,大专,1-3年,苏州蒙佐网络科技有限公司
数据分析师,数据分析师,江苏,江苏省苏州市,20000-25000元/月,22500.0,本科,3-5年,同程网络科技股份有限公司
数据分析师,大数据分析师,江苏,江苏省南京市,12000-20000元/月,16000.0,本科,1-3年,江苏云快充新能源科技有限公司
数据分析师,大数据分析师,江苏,江苏省南京市,15000-20000元/月,17500.0,本科,3-5年,江苏云快充新能源科技有限公司
数据分析师,大数据分析师,江苏,江苏省扬州市,4000-8000元/月,6000.0,本科,不限,万得信息技术股份有限公司
数据分析师,大数据分析师,江苏,江苏省苏州市,15000-30000元/月,22500.0,本科,3-5年,苏州无界妙控科技有限公司
数据分析师,数据分析师,江苏,江苏省扬州市,4000-8000元/月,6000.0,本科,不限,万得信息技术股份有限公司
数据分析师,数据分析师,江苏,江苏省南京市,11000-22000元/月,16500.0,本科,3-5年,多链互联信息科技南京有限公司
数据分析师,数据分析师,江苏,江苏省南京市,11000-22000元/月,16500.0,本科,3-5年,多链互联信息科技南京有限公司
数据分析师,数据分析工程师,江苏,江苏省南京市,8000-12000元/月,10000.0,本科,3-5年,软通动力信息技术集团股份有限公司
数据分析师,bi数据分析师,江苏,江苏省苏州市,5000-6000元/月,5500.0,不限,不限,苏州鑫迎运物流有限公司
数据分析师,电商-数据分析师,江苏,江苏省常州市,12000-15000元/月,13500.0,本科,5-10年,江苏莱特购网络科技有限公司
数据分析师,数据分析工程师,江苏,江苏省南通市,10000-15000元/月,12500.0,本科,3-5年,园测信息科技股份有限公司
数据分析师,医疗数据分析师,江苏,江苏省南京市,10000-20000元/月,15000.0,硕士,1-3年,南京解智维生物科技有限公司
数据分析师,数据分析工程师,江苏,江苏省南京市,15000-30000元/月,22500.0,本科,3-5年,江苏运满满信息科技有限公司
数据分析师,数据分析工程师,江苏,江苏省南京市,15000-29000元/月,22000.0,本科,1-3年,江苏运满满信息科技有限公司
数据分析师,电商数据分析师,江苏,江苏省盐城市,6000-10000元/月,8000.0,本科,不限,盐城苏益星商贸有限公司
数据分析师,数据分析工程师,江苏,江苏省苏州市,5000-8000元/月,6500.0,本科,3-5年,苏州凌旭信息科技有限公司
数据分析师,高级数据分析师,江苏,江苏省苏州市,18000-25000元/月,21500.0,本科,5-10年,河南猎上网络科技有限公司
数据分析师,电商数据分析师,江苏,江苏省苏州市,8000-13000元/月,10500.0,本科,5-10年,苏州萤火虫信息科技有限公司
数据分析师,财务数据分析师,江苏,江苏省南京市,8000-10000元/月,9000.0,大专,3-5年,江苏海星冷链物流有限公司
数据分析师,数据分析师亚马逊,江苏,江苏省南京市,6000-11000元/月,8500.0,本科,不限,南京网一科技有限公司
数据分析师,电商数据分析师,江苏,江苏省南京市,6000-8000元/月,7000.0,本科,不限,武汉云阙贸易有限公司
数据分析师,数据分析工程师,江苏,江苏省南京市,15000-30000元/月,22500.0,本科,1-3年,江苏运满满信息科技有限公司
数据分析师,资深数据分析师,江苏,江苏省南京市,30000-40000元/月,35000.0,本科,5-10年,深圳希音信息技术有限公司
数据分析师,交通数据分析师,江苏,江苏省南京市,10000-15000元/月,12500.0,硕士,1-3年,江苏中设集团股份有限公司
数据分析师,中台数据分析师,江苏,江苏省苏州市,15000-20000元/月,17500.0,本科,3-5年,上海壹佰米网络科技有限公司
数据分析师,财务数据分析师,江苏,江苏省苏州市,65-80元/月,72.5,本科,5-10年,苏州上元经纬培训有限公司
数据分析师,电商数据分析师,江苏,江苏省南京市,6000-8000元/月,7000.0,本科,不限,武汉云阙贸易有限公司
数据分析师,数据分析师  电商 10-15K,江苏,江苏省苏州市,10000-15000元/月,12500.0,本科,5-10年,苏州萤火虫信息科技有限公司
数据分析师,高级货品数据分析师,江苏,江苏省南京市,5000-8000元/月,6500.0,本科,1-3年,南京百音高科技有限公司
数据分析师,医疗器械数据统计分析师,江苏,江苏省无锡市,10000-15000元/月,12500.0,硕士,1-3年,郯城京郯科技有限公司
数据分析师,医疗器械数据统计分析师,江苏,江苏省南京市,10000-15000元/月,12500.0,硕士,1-3年,郯城京郯科技有限公司
数据分析师,内容策略分析师（AI + 数据）,江苏,江苏省苏州市,13000-18000元/月,15500.0,硕士,1-3年,苏州江舟管理咨询有限公司
数据分析师,数据分析师（留学生）,江苏,江苏省无锡市,9000-11000元/月,10000.0,本科,,无锡兰锡奥尼信息技术咨询有限公司
数据分析师,数据分析高级工程师（短途）,江苏,江苏省南京市,15000-30000元/月,22500.0,本科,3-5年,江苏运满满信息科技有限公司
数据分析师,医疗AI数据分析师,江苏,江苏省苏州市,5000-9000元/月,7000.0,本科,1-3年,苏州睿酷医疗科技有限责任公司
数据分析师,数据分析高级工程师,江苏,江苏省南京市,15000-30000元/月,22500.0,本科,3-5年,江苏运满满信息科技有限公司
数据分析师,数据分析高级工程师-短途,江苏,江苏省南京市,18000-35000元/月,26500.0,本科,3-5年,江苏运满满信息科技有限公司
数据分析师,数据分析师（急招）,江苏,江苏省无锡市,10000-15000元/月,12500.0,大专,1-3年,江阴市迪迪汽车销售有限公司
数据分析师,远程数据分析师（问卷）,江苏,江苏省苏州市,10000-15000元/月,12500.0,本科,不限,科盐教育科技浦城有限公司
数据分析师,数据分析工程师（供应链）,江苏,江苏省苏州市,15000-20000元/月,17500.0,本科,3-5年,追觅创新科技苏州有限公司
数据分析师,跨境电商数据分析师,江苏,江苏省常州市,10000-15000元/月,12500.0,本科,1-3年,常州摩方科技有限公司
数据分析师,数据分析师（居家办公双休）,江苏,江苏省南京市,5000-7000元/月,6000.0,本科,1-3年,上海领研未来智能科技有限公司
数据分析师,跨境电商数据分析师,江苏,江苏省南京市,6000-8000元/月,7000.0,本科,不限,武汉云阙贸易有限公司
数据分析师,跨境电商数据分析师,江苏,江苏省苏州市,9000-14000元/月,11500.0,本科,3-5年,苏州萤火虫信息科技有限公司
数据分析师,数据分析师-零担,江苏,江苏省南京市,18000-35000元/月,26500.0,本科,1-3年,江苏运满满信息科技有限公司
数据分析师,产品数据分析工程师,江苏,江苏省南京市,15000-30000元/月,22500.0,本科,3-5年,江苏鱼跃医疗设备股份有限公司
数据分析师,商品-高级数据分析师,江苏,江苏省南京市,25000-30000元/月,27500.0,本科,1-3年,深圳希音信息技术有限公司
数据分析师,短视频内容策略数据分析师（AI 创作方向）,江苏,江苏省苏州市,14000-15000元/月,14500.0,硕士,1-3年,苏州江舟管理咨询有限公司
数据分析师,SPSS、Stata、Python数据分析师-线上兼职,江苏,江苏省南京市,500-550元/月,525.0,博士,不限,北京睿思众达信息咨询有限公司
数据分析师,数据分析师（金融经管方向）-线上兼职,江苏,江苏省南京市,300-350元/月,325.0,硕士,不限,北京睿思众达信息咨询有限公司
数据分析师,数据分析师/产品经理 (MJ000228),江苏,江苏省常州市,20000-30000元/月,25000.0,本科,1-3年,江苏睿恩新能源科技有限公司
数据分析师,数据分析师（双休 体检 五险一金）,江苏,江苏省扬州市,7000-8000元/月,7500.0,大专,不限,扬州恒和盛网络科技有限公司
数据分析师,数据分析师【擅长powerbi/SQL/Python等】,江苏,江苏省苏州市,70-120元/月,95.0,本科,3-5年,苏州上元经纬培训有限公司
数据分析师,数据分析师 （管理岗上市公司无销售性质）,江苏,江苏省盐城市,5000-7000元/月,6000.0,大专,3-5年,北京软通动力云计算科技服务有限公司
数据分析师,远程兼职金融计量数据分析师,江苏,江苏省苏州市,100-300元/月,200.0,本科,不限,科盐教育科技浦城有限公司
数据分析师,数据分析工程师（供应链方向）,江苏,江苏省苏州市,15000-20000元/月,17500.0,本科,1-3年,追觅创新科技苏州有限公司
数据分析师,网络数据分析与业务建模工程师,江苏,江苏省南京市,8000-10000元/月,9000.0,本科,1-3年,南京玄屹技术有限公司
数据分析师,IMU数据测试及分析工程师(A252790),江苏,江苏省苏州市,20000-35000元/月,27500.0,本科,1-3年,广州导远电子科技有限公司
数据分析师,高级/资深数据分析师（市场分析）,江苏,江苏省南京市,22000-40000元/月,31000.0,本科,3-5年,深圳希音信息技术有限公司
数据分析师,高级业务数据分析师（电商降本增效方向）,江苏,江苏省无锡市,8000-13000元/月,10500.0,本科,3-5年,无锡市妃姗电子商务有限公司
数据分析师,数据分析优化+大模型应用开发工程师,江苏,江苏省无锡市,25000-35000元/月,30000.0,本科,3-5年,无锡梅洛迪科技有限公司
数据分析师,高级数据分析工程师    10-18k,江苏,江苏省苏州市,10000-15000元/月,12500.0,本科,3-5年,苏州萤火虫信息科技有限公司
数据分析师,数据分析师（经营、商分多方向）,江苏,江苏省苏州市,13000-20000元/月,16500.0,本科,3-5年,库迪咖啡北京有限公司
数据分析师,数据分析师（base 南京）,江苏,江苏省南京市,15000-30000元/月,22500.0,本科,3-5年,江苏运满满信息科技有限公司
数据分析师,数据分析师,浙江,浙江省杭州市,8000-13000元/月,10500.0,本科,不限,上海静水合鸣信息咨询有限公司
数据分析师,数据分析师,浙江,浙江省杭州市,11000-20000元/月,15500.0,硕士,1-3年,浙江网盛数新软件股份有限公司
数据分析师,数据分析师,浙江,浙江省杭州市,12000-15000元/月,13500.0,本科,1-3年,浙江极由科技有限公司
数据分析师,数据分析师,浙江,浙江省宁波市,10000-15000元/月,12500.0,大专,3-5年,班克斯科技浙江有限公司
数据分析师,数据分析师,浙江,浙江省杭州市,15000-25000元/月,20000.0,本科,3-5年,浙江吉利控股集团有限公司
数据分析师,数据分析师,浙江,浙江省杭州市,12000-13000元/月,12500.0,本科,3-5年,杭州宏丽数智科技有限公司
数据分析师,数据分析师,浙江,浙江省杭州市,8000-12000元/月,10000.0,大专,1-3年,杭州飞鹰企业管理有限公司
数据分析师,数据分析师,浙江,浙江省杭州市,8000-10000元/月,9000.0,本科,5-10年,北京炎黄新星网络科技有限公司
数据分析师,数据分析师,浙江,浙江省衢州市,10000-12000元/月,11000.0,大专,3-5年,上海新致软件股份有限公司
数据分析师,数据分析师,浙江,浙江省杭州市,15000-25000元/月,20000.0,本科,3-5年,杭州奋兮科技有限公司
数据分析师,数据分析师,浙江,浙江省杭州市,11000-15000元/月,13000.0,本科,1-3年,杭州元启视界科技有限公司
数据分析师,数据分析师,浙江,浙江省宁波市,8000-12000元/月,10000.0,本科,3-5年,深圳市易立德信息科技有限公司
数据分析师,数据分析师,浙江,浙江省杭州市,200-500元/月,350.0,不限,不限,杭州鸣贯星科技有限公司
数据分析师,数据分析师,浙江,浙江省金华市,10000-11000元/月,10500.0,不限,不限,金华市弘盟企业管理咨询有限公司
数据分析师,数据分析师,浙江,浙江省杭州市,10000-14000元/月,12000.0,本科,3-5年,乐麦信息技术杭州有限公司
数据分析师,数据分析师,浙江,浙江省杭州市,12000-15000元/月,13500.0,本科,1-3年,浙江极由科技有限公司
数据分析师,数据分析师,浙江,浙江省杭州市,8000-11000元/月,9500.0,本科,,新略数智杭州科技有限公司
数据分析师,数据分析师,浙江,浙江省杭州市,12000-16000元/月,14000.0,硕士,1-3年,伏瓦科技苏州有限公司
数据分析师,数据分析师,浙江,浙江省台州市,8000-10000元/月,9000.0,大专,3-5年,浙江宇嘉新能源科技股份有限公司
数据分析师,数据分析师,浙江,浙江省杭州市,15000-22000元/月,18500.0,硕士,3-5年,浙江子不语电子商务有限公司
数据分析师,数据分析师,浙江,浙江省杭州市,10000-11000元/月,10500.0,本科,1-3年,杭州巨好麦网络科技有限公司
数据分析师,数据分析师,浙江,浙江省杭州市,8000-12000元/月,10000.0,本科,1-3年,乐麦信息技术杭州有限公司
数据分析师,数据分析师,浙江,浙江省杭州市,9000-14000元/月,11500.0,本科,不限,上海静水合鸣信息咨询有限公司
数据分析师,大数据分析师,浙江,浙江省杭州市,10000-15000元/月,12500.0,本科,3-5年,大连百优软件有限公司
数据分析师,资深BA数据分析师,浙江,浙江省杭州市,25000-35000元/月,30000.0,本科,5-10年,杭州观远数据有限公司
数据分析师,数据分析师,浙江,浙江省衢州市,11000-14000元/月,12500.0,大专,1-3年,上海新致软件股份有限公司
数据分析师,数据分析师,浙江,浙江省杭州市,25000-50000元/月,37500.0,本科,不限,淘宝中国软件有限公司
数据分析师,数据分析师,浙江,浙江省杭州市,12000-16000元/月,14000.0,本科,3-5年,杭州喜欢你体育文化有限公司
数据分析师,数据分析师,浙江,浙江省杭州市,10000-15000元/月,12500.0,大专,1-3年,杭州酷驴文化传媒有限公司
数据分析师,大数据分析师,浙江,浙江省杭州市,15000-25000元/月,20000.0,本科,3-5年,海亮教育管理集团有限公司
数据分析师,数据分析师,浙江,浙江省杭州市,35000-50000元/月,42500.0,硕士,5-10年,阿里巴巴中国有限公司
数据分析师,数据分析师,浙江,浙江省杭州市,20000-35000元/月,27500.0,本科,3-5年,浙江天猫技术有限公司
数据分析师,资深数据分析师,浙江,浙江省杭州市,20000-25000元/月,22500.0,本科,5-10年,杭州柏鹿信息技术有限公司
数据分析师,用户数据分析师,浙江,浙江省嘉兴市,30000-35000元/月,32500.0,本科,3-5年,嘉兴市索贝进出口有限公司
数据分析师,产品数据分析师,浙江,浙江省杭州市,18000-35000元/月,26500.0,本科,1-3年,高帆破浪科技浙江有限责任公司
数据分析师,BI数据分析师,浙江,浙江省杭州市,10000-13000元/月,11500.0,本科,1-3年,杭州天猫校园技术服务有限公司
数据分析师,电商数据分析师,浙江,浙江省杭州市,10000-15000元/月,12500.0,本科,1-3年,云南白药集团股份有限公司
数据分析师,财务数据分析师,浙江,浙江省金华市,15000-30000元/月,22500.0,本科,5-10年,浙江美之源化妆品有限公司
数据分析师,资深数据分析师,浙江,浙江省杭州市,23000-28000元/月,25500.0,本科,5-10年,浙江海亮教育发展有限公司
数据分析师,渠道数据分析师,浙江,浙江省杭州市,8000-12000元/月,10000.0,本科,3-5年,杭州满客网络信息有限公司
数据分析师,仓库数据分析师,浙江,浙江省金华市,7000-11000元/月,9000.0,大专,1-3年,义乌米丘贸易有限公司
数据分析师,ai数据分析师,浙江,浙江省杭州市,15000-20000元/月,17500.0,本科,1-3年,金棒控股集团有限公司
数据分析师,主任数据分析师,浙江,浙江省嘉兴市,10000-15000元/月,12500.0,本科,5-10年,麒盛科技股份有限公司
数据分析师,大数据分析师,浙江,浙江省宁波市,4000-5000元/月,4500.0,不限,不限,宁波泓杉商务咨询有限公司
数据分析师,数据需求分析师,浙江,浙江省杭州市,6000-8000元/月,7000.0,本科,1-3年,杭州信动未来科技有限公司
数据分析师,数据分析工程师,浙江,浙江省宁波市,14000-28000元/月,21000.0,本科,3-5年,舜宇集团有限公司
数据分析师,电商数据分析师,浙江,浙江省杭州市,15000-20000元/月,17500.0,本科,3-5年,杭州三个半文化传媒有限公司
数据分析师,广告数据分析师,浙江,浙江省杭州市,10000-15000元/月,12500.0,本科,3-5年,飞未云科深圳技术有限公司
数据分析师,数据分析工程师,浙江,浙江省杭州市,10000-15000元/月,12500.0,硕士,5-10年,首域科技杭州有限公司
数据分析师,bi数据分析师,浙江,浙江省杭州市,15000-25000元/月,20000.0,本科,3-5年,浙江麦瑞克科技有限公司
数据分析师,高级数据分析师,浙江,浙江省杭州市,15000-25000元/月,20000.0,本科,3-5年,浙江新兔科技有限公司
数据分析师,电商数据分析师,浙江,浙江省杭州市,35000-65000元/月,50000.0,硕士,3-5年,阿里巴巴中国网络技术有限公司
数据分析师,医学数据统计分析师,浙江,浙江省杭州市,300-1200元/月,750.0,硕士,1-3年,杭州医时生物科技有限公司
数据分析师,高级数据分析工程师,浙江,浙江省杭州市,18000-30000元/月,24000.0,本科,3-5年,杭州彩连科技有限公司
